27/10/2021	13:05
Experiment Type:	Sizing
Pseudo Cross Correlation
Scattering angle:	90.0
Duration (s):	60
Wavelength (nm):	660.0
Refractive index:	1.330
Viscosity (mPas):	0.969
Temperature (K):	294.5
Laser intensity (mW):	81.918000
Average Count rate  A (kHz):	7.5
Average Count rate  B (kHz):	7.6
Intercept:	1.0000
Cumulant 1st	-Inf
Cumulant 2nd	-Inf	NaN
Cumulant 3rd	-Inf	NaN

Lag time (s)         g2-1
1.572864	7.362366	7.343292
1.625293	7.781982	8.029938
1.677722	7.553101	7.400513
1.730150	7.286072	7.534027
1.782579	7.514954	6.809235
1.835008	6.809235	7.877350
1.887437	7.133484	7.514954
1.939866	7.362366	7.724762
1.992294	7.381439	7.228851
2.044723	7.190704	7.019043
2.097152	7.534027	7.877350
2.149581	6.523132	7.572174
2.202010	7.686615	7.743835
2.254438	7.820129	7.572174
2.306867	7.209778	7.457733
2.359296	7.266998	7.076263
2.411725	7.057190	8.144379
2.464154	6.942749	8.258820
2.516582	7.534027	7.362366
2.569011	7.247925	7.266998
2.621440	7.095337	7.305145
2.673869	7.324219	8.125305
2.726298	7.343292	7.247925
2.778726	7.438660	7.019043
2.831155	7.171631	7.858276
2.883584	7.648468	7.419586
2.936013	6.656647	6.446838
2.988442	6.942749	7.133484
3.040870	6.828308	7.705688
3.093299	7.114410	7.686615
3.145728	7.133484	6.885529
3.198157	7.801056	8.296967
3.250586	7.247925	7.667542
3.303014	6.256104	7.667542
3.355443	7.057190	7.324219
3.407872	7.476807	7.362366
3.460301	7.286072	7.648468
3.512730	7.820129	6.732941
3.565158	7.667542	6.675720
3.617587	7.209778	7.915497
3.670016	7.781982	7.915497
3.722445	7.152557	7.724762
3.774874	6.771088	7.667542
3.827302	7.019043	7.572174
3.879731	7.343292	7.629395
3.932160	7.324219	7.743835
3.984589	7.705688	8.106232
4.037018	7.476807	7.724762
4.089446	7.896423	7.457733
4.141875	7.114410	8.125305
4.194304	7.343292	7.553101
4.246733	6.332397	7.762909
4.299162	7.343292	7.171631
4.351590	6.828308	7.209778
4.404019	6.923676	7.247925
4.456448	7.324219	7.724762
4.508877	7.324219	7.324219
4.561306	7.438660	7.686615
4.613734	6.980896	7.686615
4.666163	7.152557	7.495880
4.718592	7.133484	7.686615
4.771021	6.828308	7.266998
4.823450	7.247925	7.934570
4.875878	7.972717	7.457733
4.928307	7.686615	7.629395
4.980736	6.942749	6.999969
5.033165	8.010864	7.495880
5.085594	7.419586	7.514954
5.138022	7.476807	7.591248
5.190451	7.743835	6.885529
5.242880	7.629395	7.171631
5.295309	6.923676	7.228851
5.347738	7.133484	7.152557
5.400166	6.961823	7.305145
5.452595	6.790161	7.152557
5.505024	7.228851	7.648468
5.557453	7.572174	7.534027
5.609882	7.667542	7.419586
5.662310	7.724762	6.999969
5.714739	7.114410	7.133484
5.767168	7.247925	7.457733
5.819597	6.923676	6.809235
5.872026	6.771088	7.190704
5.924454	7.076263	7.152557
5.976883	7.705688	7.343292
6.029312	7.152557	6.618500
6.081741	7.190704	6.675720
6.134170	6.885529	7.343292
6.186598	7.286072	6.656647
6.239027	6.885529	6.942749
6.291456	6.885529	7.076263
6.343885	7.915497	7.266998
6.396314	7.591248	7.190704
6.448742	7.286072	7.839203
6.501171	6.942749	7.839203
6.553600	6.999969	7.801056
6.606029	7.438660	7.820129
6.658458	7.667542	7.705688
6.710886	7.381439	7.781982
6.763315	7.343292	7.419586
6.815744	6.847382	7.820129
6.868173	7.381439	7.553101
6.920602	7.724762	6.980896
6.973030	7.648468	7.686615
7.025459	7.019043	8.163452
7.077888	7.534027	7.820129
7.130317	7.495880	7.534027
7.182746	7.362366	7.915497
7.235174	6.999969	7.839203
7.287603	7.820129	6.847382
7.340032	6.923676	7.953644
7.392461	8.144379	7.667542
7.444890	8.049011	7.133484
7.497318	6.942749	7.686615
7.549747	7.591248	7.305145
7.602176	7.171631	7.781982
7.654605	6.866455	7.286072
7.707034	6.961823	6.961823
7.759462	7.057190	7.629395
7.811891	7.915497	7.171631
7.864320	8.049011	7.438660
7.916749	6.828308	7.457733
7.969178	6.961823	7.743835
8.021606	7.591248	7.286072
8.074035	7.534027	7.286072
8.126464	7.152557	7.343292
8.178893	7.705688	7.514954
8.231322	7.724762	7.266998
8.283750	7.667542	6.961823
8.336179	7.724762	7.839203
8.388608	7.610321	7.705688
8.441037	7.667542	6.618500
8.493466	7.286072	6.732941
8.545894	7.572174	8.220673
8.598323	7.858276	7.858276
8.650752	7.095337	7.534027
8.703181	7.438660	7.762909
8.755610	7.572174	7.190704
8.808038	7.305145	7.648468
8.860467	7.381439	7.419586
8.912896	7.762909	7.266998
8.965325	7.457733	7.247925
9.017754	7.247925	6.847382
9.070182	6.942749	7.419586
9.122611	6.999969	6.618500
9.175040	7.400513	7.534027
9.227469	7.514954	7.495880
9.279898	7.266998	8.239746
9.332326	7.476807	7.820129
9.384755	6.999969	7.667542
9.437184	6.980896	7.286072
9.489613	6.618500	7.534027
9.542042	7.114410	7.591248
9.594470	7.514954	7.877350
9.646899	7.743835	8.029938
9.699328	7.305145	6.752014
9.751757	6.790161	8.068085
9.804186	7.324219	8.029938
9.856614	7.839203	7.114410
9.909043	7.419586	6.637573
9.961472	7.247925	7.953644
10.013901	6.389618	7.019043
10.066330	7.858276	7.820129
10.118758	6.694794	7.400513
10.171187	6.904602	6.694794
10.223616	6.999969	7.190704
10.276045	7.019043	8.239746
10.328474	7.629395	7.209778
10.380902	7.648468	6.980896
10.433331	8.049011	7.419586
10.485760	7.133484	7.228851
10.538189	7.095337	7.057190
10.590618	7.247925	6.809235
10.643046	7.534027	7.457733
10.695475	6.694794	7.381439
10.747904	7.476807	7.667542
10.800333	6.923676	6.885529
10.852762	7.095337	7.286072
10.905190	7.057190	7.362366
10.957619	7.495880	7.152557
11.010048	8.182526	7.915497
11.062477	7.171631	7.133484
11.114906	7.305145	7.991791
11.167334	7.209778	6.847382
11.219763	7.534027	7.438660
11.272192	6.961823	7.133484
11.324621	6.999969	8.277893
11.377050	7.171631	7.972717
11.429478	7.171631	7.705688
11.481907	7.076263	7.648468
11.534336	7.038116	8.087158
11.586765	6.771088	7.209778
11.639194	7.781982	7.858276
11.691622	7.266998	7.419586
11.744051	7.553101	7.266998
11.796480	6.961823	7.781982
11.848909	7.553101	7.152557
11.901338	6.656647	8.182526
11.953766	6.732941	7.762909
12.006195	7.534027	7.534027
12.058624	6.465912	7.419586
12.111053	7.228851	7.400513
12.163482	7.801056	7.743835
12.215910	7.877350	7.591248
12.268339	7.705688	7.133484
12.320768	7.839203	6.809235
12.373197	7.228851	7.247925
12.425626	7.171631	7.495880
12.478054	7.362366	7.171631
12.530483	7.190704	6.675720
12.582912	7.038116	7.266998
12.635341	7.705688	7.553101
12.687770	7.133484	6.713867
12.740198	7.152557	7.457733
12.792627	7.171631	7.476807
12.845056	7.400513	7.286072
12.897485	6.980896	7.152557
12.949914	7.076263	7.190704
13.002342	7.305145	7.209778
13.054771	7.266998	7.152557
13.107200	7.572174	7.553101
13.159629	7.534027	7.114410
13.212058	6.809235	7.171631
13.264486	7.057190	6.980896
13.316915	7.991791	7.915497
13.369344	6.694794	7.514954
13.421773	6.771088	8.068085
13.474202	7.038116	7.896423
13.526630	7.381439	7.171631
13.579059	7.076263	7.667542
13.631488	7.839203	7.629395
13.683917	7.038116	7.648468
13.736346	6.580353	7.495880
13.788774	7.858276	7.934570
13.841203	7.171631	7.762909
13.893632	7.648468	7.934570
13.946061	6.446838	7.152557
13.998490	7.228851	7.839203
14.050918	7.495880	6.771088
14.103347	6.999969	7.209778
14.155776	7.781982	7.667542
14.208205	7.839203	7.953644
14.260634	7.667542	7.572174
14.313062	6.809235	7.038116
14.365491	6.637573	7.095337
14.417920	6.656647	7.133484
14.470349	7.724762	8.010864
14.522778	7.419586	7.076263
14.575206	7.038116	7.610321
14.627635	7.095337	6.866455
14.680064	7.266998	8.029938
14.732493	7.209778	7.572174
14.784922	7.438660	7.762909
14.837350	7.133484	7.781982
14.889779	7.743835	7.286072
14.942208	6.999969	7.610321
14.994637	7.534027	8.049011
15.047066	7.114410	7.324219
15.099494	7.076263	7.534027
15.151923	7.572174	7.553101
15.204352	7.495880	7.247925
15.256781	7.591248	7.286072
15.309210	7.286072	7.572174
15.361638	6.999969	7.076263
15.414067	7.534027	7.648468
15.466496	7.057190	7.190704
15.518925	7.476807	7.457733
15.571354	7.266998	7.686615
15.623782	7.667542	7.362366
15.676211	7.209778	7.247925
15.728640	7.610321	7.762909
15.781069	7.324219	7.514954
15.833498	7.457733	7.629395
15.885926	7.095337	7.247925
15.938355	7.438660	7.667542
15.990784	7.286072	6.923676
16.043213	7.209778	7.381439
16.095642	7.381439	7.190704
16.148070	6.637573	7.877350
16.200499	7.343292	8.068085
16.252928	6.904602	7.228851
16.305357	7.724762	7.095337
16.357786	7.648468	7.381439
16.410214	7.266998	7.190704
16.462643	7.324219	7.400513
16.515072	7.781982	7.209778
16.567501	7.305145	7.228851
16.619930	6.923676	7.286072
16.672358	7.915497	7.381439
16.724787	6.885529	7.915497
16.777216	7.019043	7.705688
16.829645	7.343292	7.095337
16.882074	7.019043	7.057190
16.934502	7.114410	7.705688
16.986931	7.343292	7.972717
17.039360	7.362366	7.572174
17.091789	7.324219	7.839203
17.144218	7.171631	7.896423
17.196646	7.743835	7.915497
17.249075	6.980896	7.476807
17.301504	8.049011	6.942749
17.353933	7.057190	7.553101
17.406362	8.049011	7.591248
17.458790	7.667542	7.019043
17.511219	7.686615	6.580353
17.563648	7.686615	7.305145
17.616077	7.629395	7.343292
17.668506	7.286072	7.400513
17.720934	7.381439	8.068085
17.773363	7.038116	8.010864
17.825792	7.038116	7.038116
17.878221	7.266998	7.343292
17.930650	6.637573	6.828308
17.983078	6.904602	7.095337
18.035507	7.457733	7.362366
18.087936	7.400513	7.801056
18.140365	7.476807	7.076263
18.192794	6.618500	6.866455
18.245222	7.019043	7.381439
18.297651	6.752014	7.629395
18.350080	7.724762	6.656647
18.402509	7.247925	6.999969
18.454938	6.904602	7.553101
18.507366	7.190704	7.171631
18.559795	7.438660	7.648468
18.612224	7.095337	7.076263
18.664653	7.324219	7.266998
18.717082	6.961823	7.133484
18.769510	6.980896	7.820129
18.821939	7.572174	7.591248
18.874368	7.114410	8.392334
18.926797	7.572174	6.790161
18.979226	7.228851	7.038116
19.031654	7.457733	7.476807
19.084083	7.476807	7.991791
19.136512	7.476807	8.163452
19.188941	7.553101	7.419586
19.241370	7.286072	7.877350
19.293798	6.961823	7.381439
19.346227	7.591248	6.961823
19.398656	7.324219	7.114410
19.451085	6.465912	6.885529
19.503514	7.801056	6.904602
19.555942	6.980896	8.354187
19.608371	7.152557	7.553101
19.660800	6.999969	6.904602
19.713229	7.152557	7.228851
19.765658	7.762909	7.476807
19.818086	7.801056	7.534027
19.870515	7.877350	7.495880
19.922944	7.019043	7.705688
19.975373	7.572174	7.648468
20.027802	7.266998	7.877350
20.080230	7.114410	7.381439
20.132659	6.961823	7.152557
20.185088	6.599426	7.743835
20.237517	7.667542	7.534027
20.289946	7.686615	7.400513
20.342374	7.743835	7.686615
20.394803	7.514954	7.762909
20.447232	6.332397	7.686615
20.499661	6.923676	7.133484
20.552090	7.381439	6.618500
20.604518	7.438660	8.049011
20.656947	7.381439	7.381439
20.709376	7.171631	7.019043
20.761805	7.133484	6.923676
20.814234	7.305145	7.305145
20.866662	6.732941	7.209778
20.919091	7.076263	8.506775
20.971520	7.514954	7.572174
21.023949	6.961823	7.534027
21.076378	7.095337	7.724762
21.128806	6.866455	7.801056
21.181235	6.771088	7.438660
21.233664	7.762909	7.381439
21.286093	6.999969	7.286072
21.338522	7.705688	7.190704
21.390950	7.286072	8.029938
21.443379	7.457733	7.724762
21.495808	6.885529	7.762909
21.548237	6.923676	7.209778
21.600666	7.343292	7.228851
21.653094	7.324219	7.572174
21.705523	7.781982	7.305145
21.757952	6.942749	7.400513
21.810381	7.667542	7.343292
21.862810	7.133484	7.209778
21.915238	7.648468	7.839203
21.967667	7.667542	7.400513
22.020096	7.648468	7.133484
22.072525	6.675720	7.457733
22.124954	6.809235	7.247925
22.177382	7.209778	7.171631
22.229811	7.495880	7.610321
22.282240	6.484985	6.980896
22.334669	7.247925	7.362366
22.387098	7.228851	7.133484
22.439526	7.953644	7.343292
22.491955	7.705688	6.999969
22.544384	7.419586	7.019043
22.596813	7.171631	6.370544
22.649242	7.190704	6.923676
22.701670	7.095337	6.980896
22.754099	6.465912	7.324219
22.806528	6.637573	7.228851
22.858957	7.495880	7.743835
22.911386	7.610321	6.771088
22.963814	7.171631	7.781982
23.016243	7.076263	6.942749
23.068672	7.190704	6.656647
23.121101	7.476807	7.438660
23.173530	7.514954	7.019043
23.225958	7.438660	8.087158
23.278387	7.286072	7.457733
23.330816	7.228851	6.923676
23.383245	7.610321	7.839203
23.435674	6.999969	7.457733
23.488102	6.847382	7.610321
23.540531	7.171631	8.239746
23.592960	7.266998	7.896423
23.645389	7.476807	7.839203
23.697818	7.266998	6.847382
23.750246	7.534027	7.991791
23.802675	6.713867	7.724762
23.855104	7.343292	7.381439
23.907533	7.667542	7.839203
23.959962	7.419586	6.904602
24.012390	6.504059	7.400513
24.064819	7.820129	7.724762
24.117248	6.732941	7.610321
24.169677	7.228851	7.057190
24.222106	7.209778	7.209778
24.274534	7.247925	7.400513
24.326963	7.133484	7.686615
24.379392	7.228851	7.686615
24.431821	6.980896	7.514954
24.484250	7.438660	7.610321
24.536678	7.038116	7.209778
24.589107	7.152557	7.457733
24.641536	7.209778	7.286072
24.693965	7.152557	6.866455
24.746394	7.476807	7.495880
24.798822	7.362366	7.228851
24.851251	7.648468	7.362366
24.903680	8.010864	7.801056
24.956109	7.400513	7.934570
25.008538	6.980896	6.980896
25.060966	7.114410	6.618500
25.113395	7.839203	7.572174
25.165824	7.019043	6.408691
25.218253	6.866455	8.106232
25.270682	7.705688	7.343292
25.323110	7.247925	7.400513
25.375539	7.534027	7.610321
25.427968	7.266998	7.514954
25.480397	7.057190	7.648468
25.532826	6.904602	8.010864
25.585254	7.076263	7.076263
25.637683	7.953644	7.457733
25.690112	7.038116	8.029938
25.742541	7.343292	8.010864
25.794970	7.934570	7.286072
25.847398	7.915497	6.942749
25.899827	6.904602	7.476807
25.952256	7.133484	7.057190
26.004685	7.610321	7.553101
26.057114	7.610321	7.743835
26.109542	7.705688	7.820129
26.161971	8.182526	6.866455
26.214400	7.343292	7.209778
26.266829	6.885529	7.839203
26.319258	7.553101	7.247925
26.371686	7.228851	7.114410
26.424115	6.847382	7.572174
26.476544	7.572174	7.438660
26.528973	7.724762	6.999969
26.581402	7.171631	7.839203
26.633830	6.580353	7.057190
26.686259	7.228851	7.457733
26.738688	7.266998	7.648468
26.791117	6.542206	7.228851
26.843546	7.057190	7.114410
26.895974	7.038116	7.667542
26.948403	7.514954	7.381439
27.000832	6.923676	7.247925
27.053261	6.866455	6.923676
27.105690	7.438660	7.572174
27.158118	7.190704	7.266998
27.210547	7.057190	7.514954
27.262976	7.400513	7.114410
27.315405	7.095337	8.010864
27.367834	7.057190	7.705688
27.420262	7.572174	7.190704
27.472691	6.828308	7.095337
27.525120	7.896423	7.553101
27.577549	7.114410	6.999969
27.629978	7.114410	7.362366
27.682406	7.476807	7.209778
27.734835	7.362366	7.724762
27.787264	7.038116	7.114410
27.839693	7.724762	7.553101
27.892122	7.076263	7.476807
27.944550	7.743835	7.057190
27.996979	7.705688	6.904602
28.049408	7.648468	7.362366
28.101837	6.923676	7.648468
28.154266	7.781982	7.324219
28.206694	7.781982	7.438660
28.259123	7.724762	7.820129
28.311552	6.828308	8.220673
28.363981	7.839203	6.752014
28.416410	7.114410	7.495880
28.468838	6.866455	7.286072
28.521267	7.762909	7.534027
28.573696	7.591248	7.133484
28.626125	7.858276	7.553101
28.678554	7.877350	8.220673
28.730982	7.743835	7.209778
28.783411	7.019043	7.038116
28.835840	7.305145	7.591248
28.888269	6.790161	8.029938
28.940698	7.019043	7.133484
28.993126	7.343292	7.095337
29.045555	7.152557	6.828308
29.097984	7.705688	7.171631
29.150413	7.934570	7.324219
29.202842	7.724762	7.629395
29.255270	7.572174	7.095337
29.307699	7.801056	7.553101
29.360128	7.743835	7.114410
29.412557	7.724762	7.152557
29.464986	6.809235	7.419586
29.517414	7.572174	7.553101
29.569843	8.125305	7.572174
29.622272	7.381439	8.182526
29.674701	7.858276	7.953644
29.727130	7.534027	7.991791
29.779558	6.980896	7.514954
29.831987	7.400513	7.266998
29.884416	6.256104	7.648468
29.936845	7.858276	7.877350
29.989274	7.553101	8.125305
30.041702	6.828308	7.820129
30.094131	7.495880	7.381439
30.146560	7.514954	7.457733
30.198989	6.427765	7.724762
30.251418	7.095337	8.335114
30.303846	7.152557	7.896423
30.356275	7.457733	7.152557
30.408704	7.801056	7.362366
30.461133	7.133484	7.247925
30.513562	7.820129	7.438660
30.565990	7.305145	6.732941
30.618419	7.457733	7.591248
30.670848	6.637573	7.286072
30.723277	7.762909	8.068085
30.775706	8.029938	6.961823
30.828134	7.972717	7.801056
30.880563	8.335114	7.324219
30.932992	7.228851	7.553101
30.985421	7.572174	7.419586
31.037850	7.038116	7.762909
31.090278	6.942749	7.209778
31.142707	7.152557	7.171631
31.195136	7.457733	6.618500
31.247565	7.190704	7.190704
31.299994	7.534027	7.972717
31.352422	7.610321	7.038116
31.404851	7.038116	7.419586
31.457280	7.820129	6.904602
31.509709	7.152557	7.762909
31.562138	7.152557	6.923676
31.614566	7.839203	7.190704
31.666995	7.743835	7.591248
31.719424	7.286072	7.801056
31.771853	7.343292	7.877350
31.824282	7.572174	8.087158
31.876710	7.381439	7.610321
31.929139	7.228851	6.809235
31.981568	7.038116	7.247925
32.033997	7.724762	7.762909
32.086426	6.980896	7.133484
32.138854	7.438660	7.114410
32.191283	7.114410	8.258820
32.243712	6.961823	7.629395
32.296141	7.038116	7.286072
32.348570	7.610321	7.762909
32.400998	7.801056	7.286072
32.453427	7.457733	8.201599
32.505856	7.381439	7.343292
32.558285	7.076263	7.476807
32.610714	7.286072	6.771088
32.663142	7.820129	7.400513
32.715571	7.171631	7.781982
32.768000	7.629395	7.648468
32.820429	6.923676	7.762909
32.872858	7.629395	7.152557
32.925286	7.286072	7.724762
32.977715	7.553101	7.724762
33.030144	7.114410	8.010864
33.082573	7.019043	7.381439
33.135002	7.114410	7.266998
33.187430	6.732941	6.847382
33.239859	7.457733	7.076263
33.292288	7.934570	8.182526
33.344717	7.305145	7.362366
33.397146	7.038116	7.419586
33.449574	7.324219	7.171631
33.502003	7.858276	7.686615
33.554432	7.266998	7.858276
33.606861	7.572174	7.896423
33.659290	7.438660	7.724762
33.711718	7.419586	7.362366
33.764147	7.266998	7.629395
33.816576	7.152557	7.286072
33.869005	7.171631	7.991791
33.921434	7.419586	7.820129
33.973862	7.858276	7.896423
34.026291	7.686615	7.324219
34.078720	7.534027	7.648468
34.131149	7.286072	7.057190
34.183578	7.209778	7.228851
34.236006	8.239746	7.953644
34.288435	7.591248	7.820129
34.340864	7.591248	7.648468
34.393293	7.534027	8.068085
34.445722	7.114410	7.190704
34.498150	7.019043	7.667542
34.550579	7.190704	7.781982
34.603008	7.305145	8.411407
34.655437	6.999969	7.247925
34.707866	7.057190	8.010864
34.760294	7.915497	7.400513
34.812723	6.885529	7.400513
34.865152	7.114410	7.495880
34.917581	7.381439	7.057190
34.970010	6.580353	6.980896
35.022438	7.209778	7.667542
35.074867	7.686615	8.010864
35.127296	6.713867	8.392334
35.179725	7.629395	8.220673
35.232154	7.324219	7.457733
35.284582	7.534027	7.705688
35.337011	7.553101	7.553101
35.389440	7.247925	7.133484
35.441869	7.190704	6.904602
35.494298	7.038116	7.476807
35.546726	8.068085	7.438660
35.599155	8.182526	7.762909
35.651584	7.324219	7.953644
35.704013	6.942749	7.572174
35.756442	7.019043	7.324219
35.808870	7.171631	7.152557
35.861299	7.553101	7.171631
35.913728	7.095337	7.114410
35.966157	7.419586	7.953644
36.018586	6.713867	8.010864
36.071014	7.667542	6.713867
36.123443	7.171631	7.114410
36.175872	7.686615	7.133484
36.228301	7.171631	7.572174
36.280730	7.076263	6.999969
36.333158	6.961823	7.724762
36.385587	8.258820	7.247925
36.438016	7.972717	8.182526
36.490445	7.629395	7.667542
36.542874	7.553101	7.591248
36.595302	8.182526	7.724762
36.647731	7.553101	7.209778
36.700160	7.610321	7.877350
