27/10/2021	12:58
0.006144	0.031003
0.006554	0.030856
0.007373	0.030698
0.008192	0.030464
0.009011	0.030244
0.009830	0.030025
0.010650	0.029867
0.011469	0.029663
0.012288	0.029499
0.013107	0.029290
0.014746	0.028937
0.016384	0.028576
0.018022	0.028235
0.019661	0.027928
0.021299	0.027581
0.022938	0.027249
0.024576	0.026891
0.026214	0.026572
0.029491	0.025895
0.032768	0.025211
0.036045	0.024554
0.039322	0.023920
0.042598	0.023236
0.045875	0.022643
0.049152	0.022094
0.052429	0.021554
0.058982	0.020536
0.065536	0.019563
0.072090	0.018646
0.078643	0.017782
0.085197	0.017023
0.091750	0.016288
0.098304	0.015540
0.104858	0.014867
0.117965	0.013477
0.131072	0.012241
0.144179	0.011093
0.157286	0.010077
0.170394	0.009199
0.183501	0.008363
0.196608	0.007500
0.209715	0.006702
0.235930	0.005531
0.262144	0.004717
0.288358	0.004108
0.314573	0.003861
0.340787	0.003815
0.367002	0.003395
0.393216	0.002837
0.419430	0.002571
0.471859	0.002487
0.524288	0.003000
0.576717	0.002813
0.629146	0.002936
0.681574	0.002553
0.734003	0.002152
0.786432	0.002805
0.838861	0.003495
0.943718	0.003992
1.048576	0.004230
1.153434	0.004488
1.258291	0.004092
1.363149	0.003324
1.468006	0.002962
1.572864	0.002219
1.677722	0.001688
1.887437	0.002307
2.097152	0.003425
2.306867	0.001097
2.516582	0.002153
2.726298	0.003045
2.936013	0.002913
3.145728	0.002397
3.355443	0.003403
3.774873	0.002651
4.194304	0.003478
4.613734	0.002614
5.033165	0.003566
5.452595	0.001112
5.872025	0.002508
6.291456	0.002611
6.710886	0.004133
7.549747	0.005234
8.388608	0.007160
9.227468	0.005402
10.066330	0.006126
10.905190	0.008308
11.744051	0.011092
12.582912	0.009779
13.421773	0.008679
15.099494	0.012493
16.777216	0.015220
18.454937	0.015305
20.132660	0.016976
21.810381	0.017828
23.488102	0.018460
25.165825	0.023205
26.843546	0.025150
30.198988	0.033107
33.554432	0.039964
36.909874	0.049372
40.265320	0.061224
43.620762	0.056846
46.976204	0.055925
50.331650	0.063180

Count Rate History (KHz)  CR CHA / CR CHB
0.000000	255.928040	239.295959
0.052429	253.734589	236.186981
0.104858	255.565643	233.821869
0.157286	252.246857	235.271454
0.209715	253.028870	236.892700
0.262144	257.625580	238.571167
0.314573	253.601074	240.402222
0.367002	254.707336	240.516663
0.419430	252.513885	239.772797
0.471859	254.325867	239.295959
0.524288	253.925323	237.655640
0.576717	252.037048	237.522125
0.629146	246.944427	237.140656
0.681574	249.462128	230.312347
0.734003	250.949860	236.148834
0.786432	250.911713	234.222412
0.838861	246.849060	230.293274
0.891290	244.827271	229.206085
0.943718	246.582031	231.628418
0.996147	245.285034	231.933594
1.048576	245.532990	229.358673
1.101005	243.110657	223.903656
1.153434	234.184265	221.595764
1.205862	236.225128	222.473145
1.258291	237.159729	225.334167
1.310720	238.399506	217.514038
1.363149	230.216980	216.789246
1.415578	231.895447	220.241547
1.468006	231.323242	219.974518
1.520435	232.563019	217.685699
1.572864	235.748291	218.639374
1.625293	239.791870	222.682953
1.677722	234.680176	221.633911
1.730150	239.620209	227.813721
1.782579	239.257812	221.233368
1.835008	235.614777	222.091675
1.887437	242.500305	228.481293
1.939866	243.663788	230.579376
1.992294	245.094299	229.549408
2.044723	250.663757	235.500336
2.097152	252.017975	233.554840
2.149581	246.391296	237.083435
2.202010	248.374939	235.652924
2.254438	246.810913	233.440399
2.306867	257.396698	237.960815
2.359296	260.009766	240.325928
2.411725	255.737305	240.955353
2.464154	254.364014	235.805511
2.516582	255.718231	237.026215
2.569011	254.096985	237.522125
2.621440	253.314972	239.601135
2.673869	250.988007	238.094330
2.726298	251.960754	240.917206
2.778726	253.143311	237.255096
2.831155	257.034302	236.301422
2.883584	252.494812	240.764618
2.936013	252.342224	237.884521
2.988442	254.745483	240.097046
3.040870	252.723694	238.456726
3.093299	256.690979	236.396790
3.145728	254.497528	237.560272
3.198157	255.908966	239.677429
3.250586	249.786377	235.843658
3.303014	251.789093	232.849121
3.355443	246.105194	230.960846
3.407872	254.325867	237.216949
3.460301	258.197784	241.317749
3.512730	253.849030	242.023468
3.565158	253.181458	233.592987
3.617587	251.865387	234.165192
3.670016	252.609253	234.279633
3.722445	254.173279	234.375000
3.774874	247.859955	232.124329
3.827302	248.813629	230.236053
3.879731	241.775513	230.197906
3.932160	249.118805	226.402283
3.984589	237.140656	225.944519
4.037018	241.336823	221.195221
4.089446	243.721008	228.176117
4.141875	236.644745	214.958191
4.194304	232.105255	213.565826
4.246733	232.791901	219.116211
4.299162	236.625671	223.331451
4.351590	230.960846	218.925476
4.404019	229.072571	216.941833
4.456448	241.413116	225.429535
4.508877	240.402222	229.244232
4.561306	243.225098	227.050781
4.613734	243.511200	224.533081
4.666163	232.620239	221.691132
4.718592	230.445862	216.255188
4.771021	230.598450	221.405029
4.823450	237.197876	221.977234
4.875878	238.208771	224.075317
4.928307	235.176086	218.868256
4.980736	235.290527	222.129822
5.033165	240.573883	227.317810
5.085594	245.227814	228.118896
5.138022	245.571136	231.952667
5.190451	244.178772	233.230591
5.242880	247.039795	231.952667
5.295309	246.658325	233.898163
5.347738	251.560211	234.413147
5.400166	253.810883	237.941742
5.452595	246.868134	237.045288
5.505024	252.361298	234.775543
5.557453	241.718292	228.233337
5.609882	240.306854	227.718353
5.662310	236.282349	225.887299
5.714739	238.513947	225.429535
5.767168	239.925385	224.514008
5.819597	243.911743	226.421356
5.872026	246.791840	234.355927
5.924454	242.652893	224.628448
5.976883	235.576630	222.568512
6.029312	234.909058	219.230652
6.081741	236.816406	222.892761
6.134170	240.554810	223.503113
6.186598	240.478516	221.462250
6.239027	234.222412	216.579437
6.291456	235.061646	219.173431
6.343885	234.928131	215.225220
6.396314	236.682892	218.181610
6.448742	235.004425	218.849182
6.501171	242.347717	225.791931
6.553600	243.682861	226.669312
6.606029	240.917206	222.644806
6.658458	240.154266	225.791931
6.710886	242.424011	224.761963
6.763315	237.655640	222.721100
6.815744	243.892670	222.778320
6.868173	243.968964	227.088928
6.920602	240.840912	230.770111
6.973030	244.445801	227.794647
7.025459	246.315002	229.225159
7.077888	241.394043	225.830078
7.130317	245.399475	229.949951
7.182746	246.639252	228.042603
7.235174	239.467621	226.325989
7.287603	249.919891	230.560303
7.340032	245.113373	232.620239
7.392461	247.573853	234.394073
7.444890	241.909027	231.647491
7.497318	238.151550	218.849182
7.549747	239.582062	223.560333
7.602176	235.214233	216.522217
7.654605	228.633881	216.293335
7.707034	234.947205	219.688416
7.759462	245.494843	228.347778
7.811891	246.849060	231.513977
7.864320	247.020721	232.124329
7.916749	251.731873	235.710144
7.969178	253.887177	238.227844
8.021606	250.549316	238.437653
8.074035	249.366760	241.317749
8.126464	260.829926	240.917206
8.178893	254.020691	240.249634
8.231322	255.031586	241.203308
8.283750	254.287720	240.249634
8.336179	244.293213	228.118896
8.388608	234.146118	225.296021
8.441037	239.620209	230.197906
8.493466	246.505737	233.650208
8.545894	244.216919	228.290558
8.598323	242.080688	224.285126
8.650752	233.802795	218.048096
8.703181	230.731964	219.192505
8.755610	233.345032	215.339661
8.808038	235.176086	216.102600
8.860467	236.434937	220.870972
8.912896	234.985352	219.268799
8.965325	229.167938	218.963623
9.017754	234.031677	216.426849
9.070182	236.263275	226.345062
9.122611	241.622925	223.598480
9.175040	245.838165	228.214264
9.227469	246.276855	230.140686
9.279898	245.628357	229.396820
9.332326	245.037079	229.110718
9.384755	238.094330	219.917297
9.437184	226.840973	214.977264
9.489613	231.990814	216.655731
9.542042	240.783691	223.140717
9.594470	245.285034	231.838226
9.646899	237.731934	224.456787
9.699328	234.832764	219.745636
9.751757	238.723755	220.470428
9.804186	242.156982	223.827362
9.856614	236.053467	225.772858
9.909043	231.227875	213.565826
9.961472	240.840912	226.078033
10.013901	240.268707	227.603912
10.066330	239.868164	221.080780
10.118758	251.369476	234.661102
10.171187	244.293213	226.116180
10.223616	236.606598	223.464966
10.276045	245.609283	230.007172
10.328474	248.508453	229.034424
10.380902	250.663757	235.462189
10.433331	248.584747	236.282349
10.485760	243.988037	230.369568
10.538189	229.682922	217.819214
10.590618	233.249664	219.783783
10.643046	233.573914	216.846466
10.695475	224.494934	211.734772
10.747904	222.740173	211.429596
10.800333	236.568451	220.203400
10.852762	248.203278	229.244232
10.905190	240.631104	227.966309
10.957619	237.941742	224.666595
11.010048	228.176117	213.966370
11.062477	225.677490	211.944580
11.114906	226.669312	211.200714
11.167334	240.345001	223.979950
11.219763	238.761902	220.146179
11.272192	241.527557	229.969025
11.324621	241.680145	229.454041
11.377050	241.985321	221.881866
11.429478	237.560272	223.522186
11.481907	229.492187	212.821960
11.534336	236.129761	221.595764
11.586765	245.018005	229.778290
11.639194	245.914459	228.404999
11.691622	225.944519	214.042664
11.744051	225.315094	209.274292
11.796480	240.287781	225.486755
11.848909	241.203308	226.078033
11.901338	242.500305	229.930878
11.953766	236.797333	224.304199
12.006195	230.846405	216.217041
12.058624	230.617523	213.832855
12.111053	247.764587	226.783752
12.163482	249.576569	232.181549
12.215910	231.571198	216.350555
12.268339	224.742889	213.260651
12.320768	232.009888	215.473175
12.373197	244.102478	226.383209
12.425626	247.497559	230.522156
12.478054	247.821808	235.462189
12.530483	252.285004	240.249634
12.582912	252.246857	239.105225
12.635341	256.614685	237.464905
12.687770	252.647400	239.086151
12.740198	247.688293	232.143402
12.792627	250.892639	236.225128
12.845056	256.690979	240.898132
12.897485	244.255066	235.271454
12.949914	249.958038	236.682892
13.002342	250.549316	237.178802
13.054771	240.554810	221.042633
13.107200	242.137909	222.949982
13.159629	240.936279	226.974487
13.212058	253.105164	235.843658
13.264486	252.857208	236.110687
13.316915	240.173340	225.124359
13.369344	234.775543	219.993591
13.421773	237.026215	221.748352
13.474202	249.195099	230.484009
13.526630	257.053375	242.462158
13.579059	246.562958	232.563019
13.631488	246.849060	234.260559
13.683917	232.849121	220.413208
13.736346	224.761963	209.922791
13.788774	224.075317	213.375092
13.841203	226.898193	209.541321
13.893632	223.159790	208.396912
13.946061	224.304199	204.811096
13.998490	223.121643	204.181671
14.050918	232.048035	216.445923
14.103347	234.832764	220.756531
14.155776	239.410400	227.146149
14.208205	224.971771	212.268829
14.260634	219.650269	210.018158
14.313062	219.841003	204.238892
14.365491	225.944519	212.535858
14.417920	230.674744	218.238831
14.470349	220.203400	207.862854
14.522778	222.873688	206.928253
14.575206	222.549438	213.317871
14.627635	222.358704	209.674835
14.680064	220.184326	209.331512
14.732493	226.917267	210.704803
14.784922	228.672028	216.197968
14.837350	223.922729	210.418701
14.889779	219.936371	207.538605
14.942208	221.290588	208.187103
14.994637	220.584869	204.753876
15.047066	231.552124	220.012665
15.099494	254.287720	237.846375
15.151923	251.007080	238.780975
15.204352	251.426697	238.113403
15.256781	240.592957	224.704742
15.309210	242.824554	225.772858
15.361638	246.696472	229.167938
15.414067	239.429474	227.775574
15.466496	226.097107	209.369659
15.518925	225.639343	211.505890
15.571354	228.919983	212.745667
15.623782	225.162506	211.315155
15.676211	224.418640	214.672089
15.728640	243.721008	227.680206
15.781069	255.508423	243.968964
15.833498	247.554779	231.513977
15.885926	246.181488	234.184265
15.938355	251.216888	231.952667
15.990784	256.042480	239.601135
16.043213	234.012604	221.748352
16.095642	224.895477	211.200714
16.148070	229.434967	211.315155
16.200499	236.568451	220.699310
16.252928	256.366730	240.039825
16.305357	253.868103	234.184265
16.357786	244.274139	228.672028
16.410214	234.203339	218.696594
16.462643	256.347656	242.729187
16.515072	260.677338	241.222382
16.567501	243.644714	229.587555
16.619930	220.546722	204.429626
16.672358	219.860077	203.208923
16.724787	215.911865	201.282501
16.777216	214.309692	203.475952
16.829645	228.042603	217.609406
16.882074	236.682892	217.723846
16.934502	258.026123	241.813660
16.986931	264.530182	241.794586
17.039360	255.222321	239.372253
17.091789	266.246796	250.015259
17.144218	260.829926	251.121521
17.196646	261.898041	247.859955
17.249075	266.380310	252.761841
17.301504	252.037048	237.655640
17.353933	251.674652	238.113403
17.406362	229.530334	219.078064
17.458790	222.415924	201.721191
17.511219	234.107971	217.189789
17.563648	226.020813	212.459564
17.616077	230.522156	215.358734
17.668506	238.533020	223.636627
17.720934	234.870911	220.241547
17.773363	234.127045	216.617584
17.825792	238.552094	226.306915
17.878221	240.154266	222.167969
17.930650	240.173340	226.039886
17.983078	251.522064	236.396790
18.035507	247.612000	228.710175
18.087936	235.290527	219.058990
18.140365	231.742859	216.960907
18.192794	238.456726	218.811035
18.245222	235.366821	223.274231
18.297651	242.633820	224.628448
18.350080	235.195160	219.802856
18.402509	235.862732	225.353241
18.454938	238.151550	220.870972
18.507366	234.851837	220.336914
18.559795	235.347748	219.993591
18.612224	256.443024	239.830017
18.664653	243.129730	230.846405
18.717082	246.200562	230.960846
18.769510	266.227722	251.903534
18.821939	261.821747	248.546600
18.874368	235.939026	222.187042
18.926797	226.535797	217.304230
18.979226	229.377747	218.048096
19.031654	231.132507	214.996338
19.084083	244.674683	226.860046
19.136512	252.304077	238.914490
19.188941	233.917236	227.794647
19.241370	228.462219	217.094421
19.293798	231.037140	216.979980
19.346227	223.560333	208.606720
19.398656	234.527588	219.287872
19.451085	240.802765	223.350525
19.503514	261.802673	246.276855
19.555942	270.557404	251.712799
19.608371	256.671906	247.402191
19.660800	250.740051	236.797333
19.713229	269.107819	251.312256
19.765658	269.813538	252.304077
19.818086	246.124268	232.295990
19.870515	227.832794	210.571289
19.922944	242.881775	224.838257
19.975373	254.516602	242.633820
20.027802	261.077881	239.429474
20.080230	229.606628	218.162537
20.132659	225.543976	213.203430
20.185088	232.105255	222.301483
20.237517	238.265991	225.582123
20.289946	237.464905	223.026276
20.342374	226.860046	213.966370
20.394803	248.107910	230.007172
20.447232	240.345001	223.407745
20.499661	231.342316	213.756561
20.552090	245.361328	232.734680
20.604518	262.184143	247.821808
20.656947	269.012451	250.854492
20.709376	239.830017	220.527649
20.761805	268.478394	256.156921
20.814234	271.453857	252.914429
20.866662	273.532867	249.404907
20.919091	262.947083	245.571136
20.971520	266.227722	246.982574
21.023949	252.799988	238.628387
21.076378	256.023407	248.050690
21.128806	240.192413	225.486755
21.181235	225.200653	209.312439
21.233664	221.710205	205.364227
21.286093	222.911835	205.574036
21.338522	234.489441	215.988159
21.390950	250.015259	236.339569
21.443379	271.186829	256.061554
21.495808	266.799927	252.685547
21.548237	260.848999	244.312286
21.600666	267.143250	250.244141
21.653094	263.023376	248.260498
21.705523	269.908905	254.726410
21.757952	275.421143	257.244110
21.810381	254.039764	239.200592
21.862810	236.339569	225.296021
21.915238	252.246857	236.968994
21.967667	254.974365	241.622925
22.020096	232.086182	218.315125
22.072525	236.721039	224.666595
22.124954	255.641937	240.631104
22.177382	257.778168	246.162415
22.229811	272.426605	257.511139
22.282240	271.072388	252.609253
22.334669	246.658325	231.800079
22.387098	258.483887	243.072510
22.439526	267.391205	246.849060
22.491955	238.132477	223.846436
22.544384	231.018066	216.903687
22.596813	226.612091	214.061737
22.649242	240.211487	228.691101
22.701670	233.879089	220.260620
22.754099	244.407654	228.672028
22.806528	252.037048	235.424042
22.858957	235.748291	218.086243
22.911386	245.494843	232.505798
22.963814	264.434814	250.816345
23.016243	259.647369	246.829987
23.068672	251.102448	239.582062
23.121101	272.159576	249.977112
23.173530	274.963379	250.740051
23.225958	260.372162	243.740082
23.278387	243.225098	224.189758
23.330816	225.887299	213.146210
23.383245	240.345001	226.936340
23.435674	239.410400	222.396851
23.488102	212.459564	198.860168
23.540531	223.083496	209.369659
23.592960	212.154388	196.437836
23.645389	216.045380	201.435089
23.697818	220.565796	209.674835
23.750246	209.312439	195.121765
23.802675	242.691040	230.960846
23.855104	272.712708	254.611969
23.907533	252.590179	236.949921
23.959962	220.375061	208.625793
24.012390	226.993561	209.617615
24.064819	237.579346	224.361420
24.117248	251.235962	231.990814
24.169677	272.674561	245.475769
24.222106	271.778107	256.309509
24.274534	246.925354	228.958130
24.326963	236.091614	223.274231
24.379392	251.693726	235.252380
24.431821	250.148773	231.094360
24.484250	241.870880	223.999023
24.536678	231.723785	216.884613
24.589107	202.465057	186.023712
24.641536	200.786591	186.500549
24.693965	204.563141	190.963745
24.746394	221.252441	210.037231
24.798822	243.225098	225.219727
24.851251	203.933716	193.061829
24.903680	208.072662	191.650391
24.956109	217.781067	200.176239
25.008538	242.252350	228.500366
25.060966	274.219513	254.077911
25.113395	247.459412	232.067108
25.165824	272.083282	255.966187
25.218253	273.227692	253.410339
25.270682	260.162354	241.794586
25.323110	255.584717	241.813660
25.375539	251.235962	232.467651
25.427968	273.838043	255.889893
25.480397	258.255005	239.238739
25.532826	223.827362	212.516785
25.585254	235.328674	224.647522
25.637683	207.595825	199.813843
25.690112	205.650330	193.862915
25.742541	212.440491	195.636749
25.794970	219.421387	210.037231
25.847398	242.652893	223.407745
25.899827	266.933441	255.851746
25.952256	265.369415	247.135162
26.004685	244.617462	231.952667
26.057114	203.437805	192.832947
26.109542	221.328735	205.211639
26.161971	237.064362	222.129822
26.214400	209.007263	196.056366
26.266829	209.884644	200.443268
26.319258	206.851959	192.241669
26.371686	204.868317	191.230774
26.424115	213.241577	197.563171
26.476544	222.816467	206.203461
26.528973	223.999023	206.375122
26.581402	258.369446	247.364044
26.633830	284.042358	269.126892
26.686259	229.988098	215.110779
26.738688	202.999115	190.238953
26.791117	201.072693	191.631317
26.843546	225.563049	207.710266
26.895974	200.271606	192.070007
26.948403	204.067230	193.271637
27.000832	205.268860	192.775726
27.053261	197.887421	187.053680
27.105690	203.762054	189.285278
27.158118	195.007324	182.380676
27.210547	223.064423	203.437805
27.262976	251.293182	239.620209
27.315405	275.020599	260.257721
27.367834	262.756348	249.805450
27.420262	263.633728	248.737335
27.472691	277.099609	261.249542
27.525120	251.197815	234.680176
27.577549	238.113403	224.494934
27.629978	249.385834	231.857300
27.682406	276.641846	261.154175
27.734835	272.636414	258.102417
27.787264	270.442963	257.053375
27.839693	271.835327	255.413055
27.892122	247.440338	235.748291
27.944550	256.805420	244.216919
27.996979	262.336731	243.072510
28.049408	246.181488	230.693817
28.101837	193.443298	182.971954
28.154266	205.574036	196.800232
28.206694	194.072723	179.901123
28.259123	190.505981	180.892944
28.311552	188.865662	181.446075
28.363981	197.544098	184.726715
28.416410	207.653046	191.001892
28.468838	243.492126	226.783752
28.521267	275.630951	253.582001
28.573696	282.382965	262.184143
28.626125	223.922729	210.285187
28.678554	257.377625	239.715576
28.730982	263.347626	248.126984
28.783411	284.290314	269.126892
28.835840	268.459320	253.086090
28.888269	228.710175	212.249756
28.940698	213.088989	199.146271
28.993126	192.832947	184.612274
29.045555	189.590454	180.034637
29.097984	186.061859	176.925659
29.150413	223.636627	210.475922
29.202842	211.429596	198.535919
29.255270	197.448730	183.925629
29.307699	206.451416	192.375183
29.360128	198.078156	183.048248
29.412557	201.644897	185.832977
29.464986	217.342377	204.524994
29.517414	280.075073	263.652802
29.569843	291.404724	267.162323
29.622272	289.840698	273.208618
29.674701	283.622742	260.734558
29.727130	270.881653	256.786346
29.779558	264.225006	247.287750
29.831987	271.396637	260.620117
29.884416	277.729034	261.478424
29.936845	291.538239	266.933441
29.989274	279.064178	267.620087
30.041702	283.031464	266.361237
30.094131	230.484009	217.647552
30.146560	196.113586	183.811188
30.198989	245.094299	232.048035
30.251418	290.203094	269.222260
30.303846	284.500122	269.756317
30.356275	285.797119	272.560120
30.408704	281.352997	266.342163
30.461133	225.906372	219.669342
30.513562	191.402435	182.437897
30.565990	204.772949	190.963745
30.618419	277.328491	258.903503
30.670848	274.314880	255.966187
30.723277	262.489319	243.549347
30.775706	238.018036	223.217010
30.828134	267.105103	254.154205
30.880563	249.900818	231.857300
30.932992	215.530396	202.217102
30.985421	264.339447	248.832703
31.037850	284.557343	266.990662
31.090278	215.816498	201.473236
31.142707	269.813538	258.216858
31.195136	300.674438	280.189514
31.247565	293.025970	277.061462
31.299994	275.268555	257.625580
31.352422	254.516602	238.857269
31.404851	279.388428	266.094208
31.457280	255.088806	236.625671
31.509709	279.636383	259.513855
31.562138	294.246674	281.696320
31.614566	241.527557	225.811005
31.666995	209.407806	194.625854
31.719424	244.598389	229.949951
31.771853	258.808136	243.682861
31.824282	246.486664	226.306915
31.876710	194.091797	180.740356
31.929139	190.143585	175.495148
31.981568	194.435120	179.405212
32.033997	208.854675	196.208954
32.086426	186.138153	175.323486
32.138854	193.901062	180.511475
32.191283	222.606659	214.672089
32.243712	197.353363	184.249878
32.296141	206.623077	197.544098
32.348570	267.601013	250.225067
32.400998	301.342010	276.279449
32.453427	291.099548	272.693634
32.505856	254.192352	239.143372
32.558285	263.061523	248.889923
32.610714	244.483948	229.129791
32.663142	190.563202	176.830292
32.715571	195.789337	185.890198
32.768000	205.135345	188.865662
32.820429	247.135162	230.255127
32.872858	277.671814	262.432098
32.925286	293.025970	275.115967
32.977715	236.740112	224.685669
33.030144	184.249878	175.685883
33.082573	195.693970	182.285309
33.135002	214.977264	203.475952
33.187430	246.734619	228.805542
33.239859	224.552155	213.527679
33.292288	235.843658	219.249725
33.344717	295.486450	272.712708
33.397146	293.960571	274.238586
33.449574	279.445648	264.930725
33.502003	243.854523	227.565765
33.554432	194.473267	186.042786
33.606861	184.040070	173.835754
33.659290	202.598572	192.298889
33.711718	217.056274	203.876495
33.764147	228.843689	215.206146
33.816576	238.380432	224.609375
33.869005	213.546753	202.713013
33.921434	201.225281	190.486908
33.973862	190.162659	175.857544
34.026291	203.590393	189.094543
34.078720	232.086182	218.048096
34.131149	286.254883	276.260376
34.183578	284.976959	269.565582
34.236006	294.971466	279.407501
34.288435	292.015076	268.764496
34.340864	296.840668	275.669098
34.393293	272.789001	258.197784
34.445722	275.840759	261.726379
34.498150	252.075195	237.121582
34.550579	267.505646	250.473022
34.603008	269.603729	247.554779
34.655437	300.178528	279.083252
34.707866	295.372009	278.892517
34.760294	282.821655	265.274048
34.812723	219.993591	210.247040
34.865152	205.955505	195.331573
34.917581	252.513885	227.928162
34.970010	238.437653	221.786499
35.022438	288.867950	273.628235
35.074867	299.606323	281.696320
35.127296	295.925140	280.857086
35.179725	300.655365	277.233124
35.232154	281.181335	263.919830
35.284582	303.764343	282.897949
35.337011	289.878845	274.410248
35.389440	268.840790	249.538422
35.441869	293.254852	279.560089
35.494298	283.470154	265.426636
35.546726	201.721191	186.920166
35.599155	189.342499	173.530579
35.651584	204.944611	192.432404
35.704013	218.811035	203.170776
35.756442	192.146301	177.650452
35.808870	220.184326	206.317902
35.861299	206.794739	196.018219
35.913728	216.045380	201.129913
35.966157	231.380463	216.770172
36.018586	194.187164	183.506012
36.071014	208.072662	195.293427
36.123443	286.808014	270.729065
36.175872	297.336578	279.655457
36.228301	263.404846	248.165131
36.280730	226.669312	214.347839
36.333158	203.094482	186.862946
36.385587	206.699371	190.429687
36.438016	226.840973	214.977264
36.490445	181.598663	174.980164
36.542874	198.459625	184.936523
36.595302	211.887360	200.157166
36.647731	294.265747	271.816254
36.700160	214.023590	201.511383
36.752589	215.320587	204.372406
36.805018	276.851654	262.165070
36.857446	251.026154	231.571198
36.909875	208.301544	193.367004
36.962304	197.410583	182.933807
37.014733	182.075500	174.102783
37.067162	190.353394	175.590515
37.119590	214.576721	201.187134
37.172019	271.263123	251.960754
37.224448	259.742737	241.756439
37.276877	246.391296	233.325958
37.329306	222.568512	205.459595
37.381734	226.802826	209.884644
37.434163	260.047913	243.873596
37.486592	219.020844	206.623077
37.539021	190.334320	184.078217
37.591450	254.821777	239.524841
37.643878	257.987976	244.293213
37.696307	263.309479	244.350433
37.748736	241.889954	228.042603
37.801165	224.189758	206.718445
37.853594	227.775574	209.541321
37.906022	215.778351	203.990936
37.958451	207.939148	199.337006
38.010880	255.393982	237.846375
38.063309	204.296112	194.683075
38.115738	203.247070	193.347931
38.168166	196.132660	181.655884
38.220595	187.244415	173.854828
38.273024	188.064575	175.151825
38.325453	189.094543	179.195404
38.377882	198.764801	187.511444
38.430310	206.108093	198.669434
38.482739	258.579254	241.928101
38.535168	286.426544	266.838074
38.587597	276.336670	264.282227
